Year,State,Flyway,Zone,American Black Duck,American Coot,American Wigeon,Blue-winged and Cinnamon Teal (not speciated),Brant,Bufflehead,Canada Goose (not speciated),Canvasback,Eider (not speciated),Emperor Goose,Gadwall,Goldeneye (not speciated),Greater White-fronted Goose,Green-winged Teal,Harlequin Duck,Light Geese (not differentiated by color phase),Long-tailed Duck,Mallard,Merganser (not speciated),Mexican-like Duck,Mottled Duck,Northern Pintail,Northern Shoveler,Redhead,Ring-necked Duck,Ruddy Duck,Sandhill Crane,Scaup (not speciated),Scoters,Swan (not differentiated),Unidentified Ducks,Whistling Duck,Wood Duck,Miscellaneous Ducks
2014,MO,MF,MO:3,0,321,49,28,0,186,53532,71,0,0,2579,831,339,44,0,40139,0,14347,3053,0,0,5,106,7,330,0,0,244,0,64,812,0,41,0
2014,MO,MF,MO:4,1,0,3,0,0,19,11312,784,0,0,22,797,2,0,0,1,0,2827,69,0,0,0,167,3,2,13,0,19,0,55,166,0,0,0
2014,MO,MF,MO:5,23,0,2652,0,0,17,3955,0,0,0,14276,14,23487,7085,0,246814,0,146472,140,0,0,23648,20009,6,767,0,0,9,0,41,8457,0,10,0
2014,MS,MF,MS:1,0,35000,12098,1479,0,1793,180,8440,0,0,256800,0,3912,90975,0,127000,0,313851,8100,0,0,101111,263208,5720,49145,53704,0,73087,0,4,0,0,16511,0
2014,MS,MF,MS:2,0,965,125,11,0,100,547,300,0,0,467,0,0,859,0,0,0,11394,3153,0,0,1676,458,200,600,75,0,500,0,0,2826,0,2510,0
2014,OH,MF,OH:1,1452,387,34,0,0,176,60932,613,0,0,152,14,0,2,0,1,0,8656,313,0,0,15,0,64,191,60,0,8676,1,934,32,0,0,0
2014,OH,MF,OH:2,488,27,9,0,0,13,18575,197,0,0,9,33,0,0,0,0,0,3882,146,0,0,8,3,133,77,10,0,30,0,69,15,0,5,0
2014,OH,MF,OH:3,5392,425,234,1,0,26,107461,64,0,0,198,95,9,4,0,9,0,42777,345,0,0,14,89,472,772,37,0,25,0,106,3759,0,3,0
2014,TN,MF,TN:1,340,390,4655,0,0,75,533,5104,0,0,33861,42,4195,8207,0,35768,0,325688,128,0,0,34100,9170,640,19575,178,3300,1588,0,0,0,0,928,0
2014,TN,MF,TN:2,5513,614,8979,0,0,560,20979,2120,0,0,29648,511,2600,9660,0,8,0,172230,1138,0,0,9310,260,5,13600,1530,14,2300,0,6,0,0,11,0
2014,TN,MF,TN:3,703,382,181,409,0,67,1913,21,0,0,1192,152,0,33,0,0,0,11949,9,0,0,23,14,67,368,161,22580,244,28,0,0,0,27,0
2014,WI,MF,WI:1,0,0,0,0,0,0,1452,0,0,0,0,353,0,0,0,0,0,610,51,0,0,0,0,0,0,0,0,0,1,304,11,0,2,0
2014,WI,MF,WI:2,20,0,4,0,0,2,4771,0,0,0,8,1005,0,2,0,0,1,2860,1313,0,0,0,0,1,1,1,0,3,0,141,0,0,1,0
2014,WI,MF,WI:3,31,6,1,0,0,3,12984,0,0,0,0,3476,0,0,0,2,0,10009,886,0,0,0,245,1,1,0,0,0,0,29,20,0,0,0
2014,WI,MF,WI:4,132,0,1,0,0,31,4095,0,0,0,0,6852,0,0,0,0,692,5992,453,0,0,0,0,0,3,1,0,10302,0,249,40,0,1,0
2013,AL,MF,AL:1,529,32377,7997,0,0,338,1003,816,0,0,29940,1071,120,2603,0,3652,0,27923,963,0,0,3559,1448,312,6530,185,12382,3666,0,0,2091,0,281,0
2013,AL,MF,AL:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,AL,MF,AL:3,0,4889,0,25,0,223,45,10,0,0,2402,0,0,175,0,0,0,30,0,0,13,10,140,130,0,0,0,580,0,0,50,0,2,0
2013,AL,MF,AL:4,0,200,150,100,0,0,0,0,0,0,275,0,0,0,0,0,0,1200,80,0,0,0,0,0,100,0,0,0,0,0,0,0,450,0
2013,AR,MF,AR:0,0,0,671,0,0,679,3898,756,0,0,64673,0,78877,44296,0,912608,0,451763,1641,0,0,32376,49168,0,16185,0,0,1967,0,0,0,0,1294,0
2013,AR,MF,AR:1,0,0,25,0,0,650,200,100,0,0,6680,0,125,4215,0,1330,0,24700,0,0,0,2060,395,0,775,0,0,10,0,0,0,0,0,0
2013,IA,MF,IA:1,1,0,15,0,0,50,10348,4613,0,0,29,2616,0,0,0,75,0,1096,194,0,0,2,3,0,150,0,0,1100,0,57,20,0,0,0
2013,IA,MF,IA:2,0,28,0,0,0,0,21572,20,0,0,0,132,13,0,0,45,0,13563,54,0,0,11,300,35,30,0,0,4,0,28,0,0,0,0
2013,IA,MF,IA:3,0,0,0,0,0,8,145860,23,0,0,170,30,0,0,0,16,0,36015,4,0,0,0,0,10,4,0,0,0,0,129,7,0,32,0
2013,IA,MF,IA:4,0,2,0,0,0,0,35220,0,0,0,0,25,0,0,0,1,0,3451,1,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0
2013,IA,MF,IA:5,0,0,3,0,0,0,39742,0,0,0,70,4,3,0,0,1,0,14069,1,0,0,0,0,2,2,0,0,1,0,111,0,0,1,0
2013,IL,MF,IL:1,0,30,100,0,0,3,11915,41695,0,0,170,9280,800,200,0,100,0,152685,4845,0,0,0,0,0,550,80,0,9000,0,6,0,0,0,0
2013,IL,MF,IL:2,310,813,0,0,0,75,114500,530,0,0,25,4237,10130,0,0,200,0,133267,4850,0,0,0,150,0,1800,200,0,550,0,326,0,0,0,0
2013,IL,MF,IL:3,0,0,1063,0,0,0,14525,1062,0,0,4870,0,3850,2125,0,17425,0,20692,0,0,0,1932,0,0,1370,0,0,3555,0,196,16305,0,0,0
2013,IL,MF,IL:4,0,0,0,0,0,5,10820,0,0,0,0,40,0,0,0,0,0,921,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
2013,IL,MF,IL:5,1020,0,1020,0,0,0,1025,0,0,0,4480,0,19450,0,0,26800,0,14460,0,0,0,1730,0,0,1020,0,0,0,0,152,3770,0,0,0
2013,IN,MF,IN:1,216,3565,37,0,0,281,13343,112,0,0,55,280,6,2,0,5,0,18474,199,0,0,21,73,82,90,27,18731,136,0,299,7,0,7,0
2013,IN,MF,IN:2,1323,5404,175,4,0,174,19433,20,0,0,2513,1278,36,274,0,3502,0,21444,792,0,0,127,257,48,663,6,4589,439,0,125,1938,0,40,0
2013,IN,MF,IN:3,9,163,2,0,0,11,81,0,0,0,148,17,0,34,0,2,0,284,9,0,0,7,25,0,1,0,0,21,0,0,0,0,0,0
2013,IN,MF,IN:4,47,0,35,0,0,17,4,0,0,0,224,40,0,60,0,0,0,1803,32,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0
2013,KY,MF,KY:1,58,1710,310,0,0,5,1987,195,0,0,3582,855,11495,1195,0,22950,0,99076,0,0,0,210,505,0,2315,0,0,1605,0,119,0,0,75,0
2013,KY,MF,KY:2,592,200,0,0,0,20,4556,10,0,0,160,0,0,25,0,2,0,2578,415,0,0,0,0,6,0,0,12,3,0,0,20,0,4,0
2013,KY,MF,KY:3,285,722,0,0,0,135,632,0,0,0,75,20,0,0,0,0,0,1411,25,0,0,0,0,0,320,65,6407,34,0,7,8,0,8,0
2013,LA,MF,LA:1,2,13575,215,62,0,62,0,191,0,0,7357,0,0,9032,0,500,0,14518,3,0,0,7491,1845,0,7370,0,0,2475,0,0,25,27,51,0
2013,LA,MF,LA:2,0,13902,2455,477,0,0,0,37372,0,0,51928,0,27334,110887,0,201730,0,122244,43,0,10,64326,33466,0,31280,2,25,464,0,0,4,0,2534,0
2013,LA,MF,LA:3,0,301633,6824,35100,0,1470,97,5265,0,0,469128,0,50914,389544,0,284477,0,176528,2800,0,27812,82667,384748,140,149420,35,580,139844,0,0,0,24325,140,0
2013,LA,MF,LA:4,0,508391,4216,20574,0,2160,0,45582,0,0,274256,0,973,193487,0,4283,0,4290,1382,0,23246,10323,16721,576,40930,3744,0,87865,0,0,0,0,12,0
2013,MI,MF,MI:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MI,MF,MI:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MI,MF,MI:3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MI,MF,MI:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MI,MF,MI:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MI,MF,MI:6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MI,MF,MI:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MN,MF,MN:1,1,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,295,10,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0
2013,MN,MF,MN:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MN,MF,MN:3,3,1,0,0,0,0,1417,0,0,0,119,440,0,0,0,0,0,5038,701,0,0,0,0,0,1,0,0,2,0,144,0,0,2,0
2013,MN,MF,MN:4,1,20,1,0,0,0,13621,0,0,0,49,332,0,0,0,0,0,7869,24,0,0,0,0,0,52,0,0,0,0,1230,0,0,0,0
2013,MO,MF,MO:1,1,41,0,0,0,0,16476,0,0,0,15,148,1,10,0,10066,0,97498,874,0,0,1,15,0,5,0,0,21,0,274,250,0,0,0
2013,MO,MF,MO:2,6,635,120,1,0,49,92387,87,0,0,299,362,110,910,0,11359,0,199310,1756,0,0,4,126,4,422,5,4,115,0,249,766,0,28,0
2013,MO,MF,MO:3,4,568,137,10,0,72,31513,86,0,0,4597,459,70,665,0,4894,0,84751,1307,0,0,94,467,18,363,0,0,138,0,48,1094,0,97,0
2013,MO,MF,MO:4,1,8,17,35,0,10,9404,0,0,0,40,9,1000,26,0,50,0,47544,55,0,0,66,146,0,0,12,0,30,0,278,426,0,18,0
2013,MO,MF,MO:5,976,996,2118,13,0,0,2792,76,0,0,10241,0,27105,18145,0,2318383,0,101508,300,0,0,24089,15409,44,2761,25,0,94,0,6,40,0,135,0
2013,MS,MF,MS:1,0,28400,10430,1432,0,1008,160,1649,0,0,40093,0,1406,65700,0,110800,0,146880,4200,0,0,31455,124092,4567,33084,6866,250,23919,0,0,0,0,5399,0
2013,MS,MF,MS:2,0,905,10,50,0,45,79,8,0,0,355,0,0,25,0,1,0,3815,1450,0,0,427,553,10,335,0,8,395,0,0,260,0,125,0
2013,OH,MF,OH:1,5714,583,82,6,0,88,55271,36,0,0,328,583,0,2,0,3,3,46599,4612,0,0,22,165,46,213,938,0,22296,0,751,1072,0,3,0
2013,OH,MF,OH:2,298,146,21,5,0,62,12146,20,0,0,57,0,0,26,0,0,0,4563,339,0,0,1,2,6,107,42,0,12,0,28,111,0,13,0
2013,OH,MF,OH:3,1685,345,133,3,0,28,67194,21,0,0,111,5,6,24,0,15,0,26418,96,0,0,10,104,323,819,1,0,144,0,74,1163,0,6,0
2013,TN,MF,TN:1,116,770,4167,0,0,180,4780,1,0,0,15445,210,9052,16687,0,22950,0,389857,27,0,0,10399,5725,110,5314,12,3450,757,0,0,0,0,755,0
2013,TN,MF,TN:2,2341,20587,6142,0,0,616,5935,1557,0,0,26828,239,1190,33518,0,82,0,123972,677,0,0,13300,2013,63,14099,1430,36,2035,0,0,0,0,605,0
2013,TN,MF,TN:3,2070,598,101,51,0,56,2194,2,0,0,478,0,0,135,0,0,0,13076,10,0,0,14,24,0,141,0,14585,12,0,0,600,0,17,0
2013,WI,MF,WI:1,25,1,0,0,0,1,1457,0,0,0,0,80,0,0,0,0,0,701,24,0,0,0,0,0,0,0,0,0,0,390,0,0,4,0
2013,WI,MF,WI:2,6,0,0,0,0,117,7396,13,0,0,118,559,0,5,0,0,0,3463,614,0,0,1,0,12,0,0,0,1,0,352,4400,0,1,0
2013,WI,MF,WI:3,51,20530,7,0,0,3533,43271,76,0,0,0,3684,0,0,0,4,0,15358,4773,0,0,0,364,0,0,0,0,0,0,761,181,0,0,0
2013,WI,MF,WI:4,73,74,0,0,0,105,8179,3,0,0,4,14912,0,0,0,0,8,5915,2154,0,0,0,0,5,0,3,0,19422,26,296,20,0,3,0
2012,AL,MF,AL:1,758,38610,7886,0,0,589,725,578,0,0,28571,750,86,1045,0,352,0,19089,710,0,0,3291,1690,178,7551,277,8069,1964,0,0,949,0,629,0
2012,AL,MF,AL:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AL,MF,AL:3,0,4607,0,50,0,78,37,0,0,0,2237,0,0,0,0,0,0,0,0,0,2,12,95,105,0,0,0,123,0,0,55,0,0,0
2012,AL,MF,AL:4,0,0,0,100,0,0,0,0,0,0,250,0,0,50,0,0,0,600,40,0,0,0,0,0,75,0,0,0,0,0,0,0,800,0
2012,AR,MF,AR:0,83,0,0,0,0,1551,2446,1345,0,0,122173,0,147780,102123,0,1488015,0,753979,941,0,0,35412,57745,0,40422,0,0,614,0,140,0,0,485,0
2012,AR,MF,AR:1,0,1342,510,0,0,100,353,0,0,0,4085,0,0,350,0,0,0,8329,0,0,0,0,400,0,275,0,0,2670,0,13,0,0,30,0
2012,IA,MF,IA:1,2,6,5,0,0,0,14540,2544,0,0,16,3573,0,0,0,4,0,3984,0,0,0,6,0,4,150,0,0,270,0,3792,1028,0,0,0
2012,IA,MF,IA:2,0,387,0,0,0,10,38989,70,0,0,1,363,239,2,0,79,0,16425,0,0,0,1,150,22,356,4,0,1,0,28,0,0,0,0
2012,IA,MF,IA:3,0,0,0,0,0,20,90352,155,0,0,0,356,10,0,0,1,0,18722,0,0,0,2,0,0,120,6,0,7,0,95,5,0,50,0
2012,IA,MF,IA:4,0,0,0,0,0,1,60512,7,0,0,0,42,0,0,0,1,0,7164,0,0,0,0,0,0,1,2,0,12,0,95,0,0,0,0
2012,IA,MF,IA:5,0,0,0,0,0,5,74854,0,0,0,0,0,0,0,0,8,0,3197,0,0,0,0,0,0,0,0,0,6,0,235,0,0,0,0
2012,IL,MF,IL:1,0,100,2,0,0,1460,6265,84380,0,0,5100,5203,6950,1550,0,210,0,167380,10820,0,0,500,0,0,2500,530,0,8420,0,1912,0,0,0,0
2012,IL,MF,IL:2,735,1611,0,0,0,1705,63345,1400,0,0,1167,2638,15870,4,0,30571,0,82857,5095,0,0,4,0,0,200,1305,0,104,0,338,0,0,0,0
2012,IL,MF,IL:3,16,50,382,0,0,10,6850,470,0,0,4020,16,5875,0,0,29700,0,30773,66,0,0,198,358,30,2555,500,0,795,0,407,5697,0,0,0
2012,IL,MF,IL:4,0,37,0,0,0,0,12205,0,0,0,0,5,0,0,0,0,0,680,15,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
2012,IL,MF,IL:5,0,0,0,0,0,0,400,0,0,0,3560,0,5200,0,0,44000,0,15440,0,0,0,0,0,0,440,0,0,0,0,64,560,0,0,0
2012,IN,MF,IN:1,1249,2916,65,0,0,37,7890,0,0,0,132,116,41,45,0,0,0,14281,144,0,0,147,20,34,23,32,23104,177,0,225,0,0,25,0
2012,IN,MF,IN:2,1434,15381,30,0,0,206,17312,4,0,0,837,320,2411,375,0,69906,0,35878,322,0,0,538,317,62,549,63,9476,134,0,118,19436,0,50,0
2012,IN,MF,IN:3,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
2012,IN,MF,IN:4,220,30,0,0,0,0,35,0,0,0,56,4,0,40,0,0,0,5530,0,0,0,12,8,0,25,0,0,9,0,0,200,0,0,0
2012,KY,MF,KY:1,47,225,300,0,0,45,1724,45,0,0,2315,70,5820,0,0,4450,0,69423,0,0,0,1800,110,0,3785,20,45,1130,0,115,0,0,0,0
2012,KY,MF,KY:2,1376,261,0,0,0,328,4827,446,0,0,962,3,0,24,0,3,0,4465,511,0,0,0,15,50,74,20,362,250,35,0,12,0,0,0
2012,KY,MF,KY:3,409,1255,20,0,0,84,948,5,0,0,98,7,0,0,0,0,0,2135,0,0,0,0,0,0,2,195,18,84,0,0,37,0,3,0
2012,LA,MF,LA:1,0,36671,2129,495,0,83,0,1424,0,0,11061,0,50,13230,0,0,0,8232,10,0,0,6543,6566,0,7075,25,0,612,0,0,0,0,78,0
2012,LA,MF,LA:2,0,8397,100,878,0,0,154,83863,0,0,37042,0,31928,89229,0,411629,0,89927,19,0,15,36434,20859,5500,25968,156,0,4279,0,0,0,0,2590,0
2012,LA,MF,LA:3,0,182496,5792,15449,0,350,0,0,0,0,389982,70,68457,271339,0,318545,0,82595,4445,0,27918,50253,310190,0,16818,0,25,15620,0,0,0,2030,420,0
2012,LA,MF,LA:4,0,2646511,15124,71984,0,8026,0,57737,0,0,477862,146,4880,225427,0,7390,0,21148,9670,0,38182,54441,20831,6974,370445,2492,0,486129,0,0,0,0,2,0
2012,MI,MF,MI:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MI,MF,MI:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MI,MF,MI:3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MI,MF,MI:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MI,MF,MI:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MI,MF,MI:6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MI,MF,MI:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MN,MF,MN:1,1,0,0,0,0,0,927,0,0,0,0,0,0,0,0,0,0,331,18,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0
2012,MN,MF,MN:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MN,MF,MN:3,5,0,0,1,0,0,7981,0,0,0,0,626,0,0,0,0,1,8035,6159,0,0,15,0,0,0,0,0,15,0,179,4,0,2,0
2012,MN,MF,MN:4,7,25,0,0,0,0,167582,2,0,0,64,380,0,0,0,2,0,14659,64,0,0,0,0,0,75,0,0,0,0,156,1,0,0,0
2012,MO,MF,MO:1,0,59,0,0,0,1,26952,0,0,0,3,459,6359,0,0,138771,0,78799,28,0,0,0,269,0,43,74,0,0,0,196,1192,0,0,0
2012,MO,MF,MO:2,0,644,82,0,0,4,33482,14,0,0,213,256,1850,5927,0,64912,0,121987,506,0,0,0,175,0,97,0,0,19,0,121,2573,0,2,0
2012,MO,MF,MO:3,0,1381,68,0,0,22,14561,118,0,0,3098,347,123,3116,0,79894,0,194168,268,0,0,35,267,10,1718,15,1,177,0,15,7668,0,136,0
2012,MO,MF,MO:4,0,63,0,20,0,1,4101,0,0,0,194,10,150,19,0,372,0,3273,8,0,0,40,79,3,0,0,0,50,0,49,1275,0,23,0
2012,MO,MF,MO:5,809,22268,8265,66,0,561,3749,1557,0,0,42126,37,65434,21572,0,489550,0,94574,946,0,0,34400,18893,24,23736,16,0,3102,0,42,33,0,330,0
2012,MS,MF,MS:1,0,20014,4568,0,0,7934,468,4168,0,0,46209,0,11975,47461,0,221000,0,215268,5200,0,0,66670,171528,3041,2164,33340,0,41873,0,0,0,0,4395,0
2012,MS,MF,MS:2,0,181,10,0,0,19,187,0,0,0,240,0,830,610,0,102,0,5111,843,0,0,53,123,0,192,0,0,1,0,0,152,0,1881,0
2012,OH,MF,OH:1,8572,1520,186,13,0,64,63157,148,0,0,766,13,3,5,0,7,0,43001,14477,0,0,54,244,123,388,123,2,12624,0,2291,246,0,0,0
2012,OH,MF,OH:2,256,925,4,12,0,44,9793,1,0,0,130,13,0,22,0,0,0,3335,269,0,0,1,12,41,100,51,0,41,0,9,105,0,12,0
2012,OH,MF,OH:3,877,246,22,0,0,11,30614,46,0,0,161,7,0,16,0,7,0,12775,115,0,0,8,51,81,382,127,25,105,0,44,133,0,0,0
2012,TN,MF,TN:1,52,1900,22645,0,0,1400,723,325,0,0,19750,8,9310,24675,0,5275,0,375938,33,0,0,69225,22760,400,11650,1,2812,1200,0,0,0,0,222,0
2012,TN,MF,TN:2,2175,4277,6053,0,0,750,5693,118,0,0,29136,200,1080,22805,0,34,0,121949,1853,0,0,8006,12690,0,14242,2104,20,1598,0,0,0,0,148,0
2012,TN,MF,TN:3,3151,4864,585,0,0,111,2079,25,0,0,320,0,0,113,0,3,0,14019,4,0,0,172,218,74,395,0,286,967,50,0,92,0,195,0
2012,WI,MF,WI:1,9,0,0,0,0,0,8312,0,0,0,0,231,0,0,0,0,0,1501,37,0,0,0,0,0,0,0,0,0,0,451,0,0,1,0
2012,WI,MF,WI:2,12,0,0,0,0,435,27362,60,0,0,5,2160,0,0,0,0,0,8541,19577,0,0,0,0,0,1,0,0,11,0,4459,2100,0,4,0
2012,WI,MF,WI:3,60,1912,102,3,0,3381,90560,0,0,0,0,4081,0,0,0,0,0,15851,4823,0,0,0,5,306,2,9,189,7,0,50,55,0,1,0
2012,WI,MF,WI:4,468,24,0,0,0,735,43870,0,0,0,3,12909,0,2,1,2,50,13588,5165,0,0,1,0,2,2950,0,0,20273,4,681,0,0,0,0
2011,AL,MF,AL:1,775,45872,3923,0,0,564,1364,1623,0,0,25990,600,80,2450,0,2263,0,24678,352,0,0,1610,1621,354,3981,106,9077,1629,0,0,2200,0,344,0
2011,AL,MF,AL:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,AL,MF,AL:3,0,3400,0,0,0,100,8,0,0,0,1351,0,0,96,0,0,0,3,0,0,12,0,0,0,0,0,0,148,0,0,0,0,0,0
2011,AL,MF,AL:4,2,3097,635,250,0,7,37,2,0,0,1225,0,0,340,0,0,0,4799,226,0,0,10,0,10,565,0,0,0,0,0,0,0,3113,0
2011,AR,MF,AR:0,0,0,0,0,0,18715,9546,8520,0,0,183919,0,42630,45609,0,74760,0,671982,0,0,0,55534,70608,0,81388,0,0,7130,0,0,0,0,6483,0
2011,AR,MF,AR:1,0,2060,1150,0,0,555,1082,1026,0,0,11934,0,200,3352,0,3100,0,51345,0,0,0,2415,2785,25,2550,0,0,18,0,39,0,0,350,0
2011,IA,MF,IA:1,0,0,0,0,0,0,4392,207,0,0,0,2619,0,0,0,0,0,597,373,0,0,0,1,0,2,0,0,23,0,20,1,0,0,0
2011,IA,MF,IA:2,1,0,0,0,0,0,38157,0,0,0,5,232,0,0,0,9,0,12780,75,0,0,1,1,0,2,6,0,0,0,51,0,0,0,0
2011,IA,MF,IA:3,0,2,0,0,0,1,107540,0,0,0,20,11,0,0,0,1,0,10264,102,0,0,0,50,0,100,0,0,65,0,41,26,0,0,0
2011,IA,MF,IA:4,0,0,0,0,0,0,8313,0,0,0,0,46,0,0,0,0,0,6591,3,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0
2011,IA,MF,IA:5,0,3,0,0,0,0,9635,0,0,0,0,15,0,0,0,0,0,1722,1,0,0,0,0,1,0,0,0,1,0,135,0,0,0,0
2011,IL,MF,IL:1,553,0,0,0,0,200,16365,125,0,0,50,1955,0,0,0,410,0,93750,4575,0,0,2000,0,0,1000,0,0,700,0,0,0,0,2,0
2011,IL,MF,IL:2,300,0,0,0,0,50,51610,0,0,0,72,1781,2275,0,0,15,0,23809,3215,0,0,0,0,0,110,14,0,2,0,175,30,0,0,0
2011,IL,MF,IL:3,22,50,30,0,0,16,29525,935,0,0,3302,2,5300,0,0,4525,0,25440,94,0,0,360,0,0,1425,0,0,345,0,17,7770,0,0,0
2011,IL,MF,IL:4,0,0,0,0,0,0,262,0,0,0,0,131,0,0,0,0,0,330,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0
2011,IL,MF,IL:5,0,0,0,0,0,0,11750,0,0,0,0,0,12900,0,0,33000,0,19567,0,0,0,0,3,0,1,0,0,0,0,214,4290,0,0,0
2011,IN,MF,IN:1,572,829,35,0,0,27,13671,1,0,0,16,208,3,1,0,3,0,14057,89,0,0,84,0,33,148,16,16251,127,2,379,0,0,116,0
2011,IN,MF,IN:2,187,1055,82,0,0,140,18554,4,0,0,208,175,1086,31,0,47060,0,41765,899,0,0,63,46,33,413,68,140,47,0,40,27,0,0,0
2011,IN,MF,IN:3,6,63,0,0,0,15,295,0,0,0,124,8,0,53,0,0,0,182,19,0,0,0,15,0,38,1,0,1,1,0,0,0,1,0
2011,IN,MF,IN:4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,KY,MF,KY:1,87,260,120,0,0,59,3013,50,0,0,1540,75,4252,190,0,16171,0,69532,0,0,0,0,0,12,1375,10,50,255,0,105,0,0,0,0
2011,KY,MF,KY:2,331,200,0,0,0,149,3201,51,0,0,458,6,0,0,0,12,2,1520,52,0,0,0,0,40,0,0,0,0,0,2,0,0,0,0
2011,KY,MF,KY:3,146,853,10,0,0,85,677,0,0,0,90,13,0,0,0,22,0,877,24,0,0,0,2,0,57,16,3394,0,0,8,118,0,7,0
2011,LA,MF,LA:1,0,21850,475,0,0,0,0,1625,0,0,7275,0,0,3375,0,0,0,4630,0,0,0,150,2810,0,1510,0,0,50,0,0,0,0,735,0
2011,LA,MF,LA:2,0,24920,3045,1941,0,12,335,26305,0,0,33953,0,38573,36604,0,225355,0,59567,24,0,79,62439,21065,0,48495,64,0,620,0,0,3550,0,67606,0
2011,LA,MF,LA:3,0,541333,18518,56753,0,140,210,7196,0,0,518776,0,84242,441190,0,295768,0,169439,3535,0,42941,79563,302642,0,65517,353,0,64163,0,0,0,15925,1881,0
2011,LA,MF,LA:4,0,1487716,4726,64267,0,5183,0,8579,0,0,592093,292,2870,244680,0,19350,0,18030,8833,0,44210,103598,36205,0,200288,219,0,393154,0,0,0,0,0,0
2011,MI,MF,MI:1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
2011,MI,MF,MI:2,0,0,0,0,0,1,0,0,0,0,0,118,0,0,0,0,0,529,12,0,0,0,0,0,0,0,0,10,0,186,0,0,0,0
2011,MI,MF,MI:3,169,0,0,0,0,687,3103,1,0,0,56,2235,0,0,0,0,153,4432,4340,0,0,1,0,0,30,0,0,48,2445,1047,3150,0,0,0
2011,MI,MF,MI:4,170,55,0,0,0,30,1905,0,0,0,0,270,0,0,0,0,0,2213,205,0,0,0,0,0,130,0,0,0,0,45,200,0,0,0
2011,MI,MF,MI:5,25,929,0,0,0,145,20949,13,0,0,0,374,0,1,0,0,60,9417,418,0,0,0,20,143,0,0,0,651,100,357,84,0,7,0
