Year,State,Flyway,Zone,American Black Duck,American Coot,American Wigeon,Blue-winged and Cinnamon Teal (not speciated),Brant,Bufflehead,Canada Goose (not speciated),Canvasback,Eider (not speciated),Emperor Goose,Gadwall,Goldeneye (not speciated),Greater White-fronted Goose,Green-winged Teal,Harlequin Duck,Light Geese (not differentiated by color phase),Long-tailed Duck,Mallard,Merganser (not speciated),Mexican-like Duck,Mottled Duck,Northern Pintail,Northern Shoveler,Redhead,Ring-necked Duck,Ruddy Duck,Sandhill Crane,Scaup (not speciated),Scoters,Swan (not differentiated),Unidentified Ducks,Whistling Duck,Wood Duck,Miscellaneous Ducks
2011,MI,MF,MI:6,7,4,0,0,0,0,7511,0,0,0,0,20,0,0,0,0,0,1979,22,0,0,0,0,13,0,0,0,20,0,391,15,0,0,0
2011,MI,MF,MI:7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,MN,MF,MN:1,0,0,0,0,0,0,86,0,0,0,0,3,0,0,0,0,0,363,4,0,0,0,0,0,0,0,0,1,0,516,0,0,0,0
2011,MN,MF,MN:2,33,0,0,0,0,1,31,0,0,0,0,528,0,0,0,0,0,1129,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,MN,MF,MN:3,14,0,0,0,0,0,782,0,0,0,20,1741,0,0,0,0,0,1096,6388,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0
2011,MN,MF,MN:4,19,0,0,0,0,1,17516,2,0,0,30,328,0,0,0,0,0,16988,41,0,0,0,0,3,15,0,0,10,0,667,0,0,0,0
2011,MO,MF,MO:1,0,0,0,0,0,0,24513,0,0,0,3,146,0,0,0,57026,0,38359,373,0,0,0,1,0,15,0,0,0,0,125,0,0,0,0
2011,MO,MF,MO:2,0,22,0,0,0,83,101309,35,0,0,128,497,0,70,0,127115,0,160827,996,0,0,41,66,0,544,12,0,132,0,76,609,0,4,0
2011,MO,MF,MO:3,200,5186,41,2,0,95,39021,32,0,0,22292,690,0,534,0,130077,0,60021,1570,0,0,246,63,11,3865,1,0,81,0,41,545,0,104,0
2011,MO,MF,MO:4,0,222,3,15,0,8,16163,8,0,0,142,122,140,8,0,10,0,3761,31,0,0,53,5,35,100,0,0,133,0,77,61,0,5,0
2011,MO,MF,MO:5,1442,328,34657,0,0,32,7498,43,0,0,45973,0,31833,21184,0,497748,0,206973,2078,0,0,73087,18860,11,5576,1415,8,465,0,18,4,0,237,0
2011,MS,MF,MS:1,0,39314,6160,414,0,1566,598,6916,0,0,86613,0,14400,44366,0,527700,0,197319,5120,0,0,11293,198831,6707,19573,41584,162,44185,0,0,0,0,4491,0
2011,MS,MF,MS:2,0,4785,22,0,0,357,183,270,0,0,198,90,0,0,0,0,0,59,34,0,0,0,0,110,115,0,0,255,0,6,0,0,22,0
2011,OH,MF,OH:1,1576,182,36,0,0,88,69895,4853,0,0,128,327,0,0,0,9,5,20230,6002,0,0,32,34,250,24,26,0,6163,2,572,87,0,3,0
2011,OH,MF,OH:2,940,87,0,1,0,12,25627,19,0,0,57,2,0,2,0,4,0,8969,4,0,0,8,0,20,143,5,0,0,0,25,296,0,40,0
2011,OH,MF,OH:3,1987,67,6,0,0,11,78096,38,0,0,6,0,6,3,0,24,0,20552,27,0,0,22,6,71,284,5,0,87,0,108,506,0,0,0
2011,TN,MF,TN:1,209,1000,9200,0,0,131,2024,380,0,0,30373,30,4829,9428,0,54740,0,326986,355,0,0,9654,10759,275,8230,25,2000,356,0,0,6300,0,2416,0
2011,TN,MF,TN:2,6147,2500,6755,0,0,1515,14211,3550,0,0,34981,1348,740,13055,0,64,0,201203,2008,0,8,16521,4138,5,13708,2144,5,2147,0,2,1500,0,294,0
2011,TN,MF,TN:3,1347,448,265,425,0,155,2431,15,0,0,107,0,2,64,0,4,0,12650,27,0,0,255,30,2,664,0,14542,54,0,0,550,0,538,0
2011,WI,MF,WI:1,9,0,3,0,0,0,1791,0,0,0,0,72,1,0,0,1,0,1171,9,0,0,0,0,0,0,0,0,5,0,239,0,0,0,0
2011,WI,MF,WI:2,22,1,0,0,0,35,4338,1,0,0,25,2277,0,0,0,0,0,5833,4516,0,0,0,0,0,1,0,0,0,0,320,0,0,1,0
2011,WI,MF,WI:3,51,259,0,0,0,1545,14732,27,0,0,0,2775,0,0,0,0,0,18188,2171,0,0,0,25,1,0,29,0,123,0,58,7,0,0,0
2011,WI,MF,WI:4,278,0,0,0,0,1417,17133,0,0,0,0,19528,0,0,0,4,254,8484,4445,0,0,0,0,52,500,2,0,15511,6,523,8,0,3,0
2010,AL,MF,AL:1,2343,27269,6842,1650,0,1166,977,743,0,0,21291,455,460,235,0,1240,0,13139,1451,0,0,349,688,138,2752,22,5912,1010,0,0,221,0,371,0
2010,AL,MF,AL:2,0,3000,84,39,0,21,7,2,0,0,98,0,0,378,0,0,0,123,5,0,0,0,362,3,873,1,0,65,0,0,2435,0,27,0
2010,AL,MF,AL:3,0,3248,0,0,0,202,4,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0
2010,AL,MF,AL:4,5,275,260,0,0,0,146,0,0,0,919,0,0,45,0,0,0,747,320,0,0,10,100,0,834,0,0,0,0,0,0,0,1301,0
2010,AR,MF,AR:0,82,0,0,0,0,0,2980,26440,0,0,179046,0,84816,101194,0,703273,0,2309453,0,0,0,167540,51634,0,29796,0,0,22108,0,0,0,0,0,0
2010,AR,MF,AR:1,0,2525,1400,0,0,900,2565,515,0,0,23365,300,605,3735,0,6000,0,93405,200,0,0,750,1350,0,0,400,0,0,0,0,0,0,10,0
2010,IA,MF,IA:1,3,0,0,0,0,13,2156,9402,0,0,0,4608,0,0,0,0,0,1079,828,0,0,1,0,58,20,0,0,802,0,9,40,0,0,0
2010,IA,MF,IA:2,0,0,0,0,0,0,937,0,0,0,1,3,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,IA,MF,IA:3,0,0,0,0,0,0,24495,0,0,0,0,9,0,0,0,0,0,1311,0,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0
2010,IA,MF,IA:4,0,0,0,0,0,0,4019,0,0,0,0,1,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2010,IA,MF,IA:5,0,0,0,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,2384,0,0,0,0,0,0,1,0,0,0,0,72,0,0,2,0
2010,IL,MF,IL:1,60,0,0,0,0,312,16274,2560,0,0,0,233,150,0,0,4,0,64168,5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,IL,MF,IL:2,225,0,0,0,0,415,52515,0,0,0,7,526,20,2,0,0,0,6180,320,0,0,0,0,0,0,0,0,0,0,191,10,0,3,0
2010,IL,MF,IL:3,0,0,60,0,0,0,51900,385,0,0,500,0,1950,0,0,15700,0,7035,40,0,0,0,40,0,420,0,0,0,0,65,2360,0,0,0
2010,IL,MF,IL:4,0,0,0,0,0,0,876,0,0,0,0,2,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2010,IL,MF,IL:5,0,0,0,0,0,0,16650,1300,0,0,7060,0,12650,0,0,1800,0,46370,0,0,0,0,0,0,1290,0,0,0,0,180,1580,0,0,0
2010,IN,MF,IN:1,33,66,0,0,0,47,18567,5,0,0,0,60,0,0,0,5,0,1776,478,0,0,0,0,24,35,19,9225,865,0,83,25,0,17,0
2010,IN,MF,IN:2,262,436,0,0,0,67,41337,0,0,0,568,92,45,17,0,351,0,8967,235,0,0,42,174,8,6,14,450,0,0,24,0,0,0,0
2010,IN,MF,IN:3,12,100,0,0,0,6,315,11,0,0,37,2,0,0,0,0,0,480,7,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0
2010,IN,MF,IN:4,18,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,KY,MF,KY:1,102,2730,0,0,0,54,8013,185,0,0,2390,42,8700,0,0,56352,0,94196,0,0,0,0,0,0,10,0,0,275,0,61,0,0,0,0
2010,KY,MF,KY:2,769,50,0,0,0,62,7206,48,0,0,471,8,0,0,0,7,0,3063,360,0,0,0,0,0,25,0,0,12,0,5,4,0,0,0
2010,KY,MF,KY:3,636,7,109,0,0,185,2501,31,0,0,170,0,0,0,0,0,0,3410,64,0,0,10,0,0,297,0,105,33,0,0,0,0,6,0
2010,LA,MF,LA:1,0,5560,0,0,0,0,24,200,0,0,2871,0,0,370,0,0,0,2935,0,0,0,550,365,0,1975,0,0,225,0,0,0,0,131,0
2010,LA,MF,LA:2,0,42389,2675,3555,0,125,0,58007,0,0,58286,0,85896,168192,0,285540,0,88788,8,0,0,106810,75591,5175,120577,75,460,5469,0,0,11870,0,292,0
2010,LA,MF,LA:3,0,489540,13268,116672,0,0,390,140,0,0,355400,0,38879,301431,0,223916,0,133684,455,0,52420,89598,230569,0,67086,0,0,45841,0,0,0,8050,430,0
2010,LA,MF,LA:4,0,1226667,17375,58523,0,5400,0,22173,0,0,610562,0,3230,172009,0,46800,0,5670,3744,0,41013,24064,38603,0,105415,0,0,199277,0,0,8,0,360,0
2010,MI,MF,MI:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,MI,MF,MI:2,0,0,0,0,0,14,2,0,0,0,0,113,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,10,0,184,2,0,0,0
2010,MI,MF,MI:3,39,0,0,0,0,106,1024,0,0,0,57,2078,0,0,0,0,10780,3897,4007,0,0,2,0,0,0,0,0,45,2445,501,3150,0,0,0
2010,MI,MF,MI:4,45,100,0,0,0,0,450,0,0,0,10,1280,0,0,0,0,3,1600,45,0,0,0,0,0,70,3,0,0,0,80,3240,0,0,0
2010,MI,MF,MI:5,22,0,0,0,0,913,19330,6,0,0,14,716,0,1,0,0,23150,9884,2111,0,0,0,0,69,0,0,0,66,11,357,10,0,0,0
2010,MI,MF,MI:6,18,0,0,0,0,112,4912,0,0,0,0,0,0,0,0,0,0,2621,20,0,0,0,0,0,0,0,0,50,0,583,0,0,0,0
2010,MI,MF,MI:7,1849,0,0,0,0,132,7618,53065,0,0,0,1930,0,0,0,0,0,5001,1575,0,0,0,0,7785,0,0,0,11695,0,3127,610,0,0,0
2010,MN,MF,MN:1,0,0,0,0,0,0,23,0,0,0,1,10,0,0,0,0,0,579,8,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0
2010,MN,MF,MN:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,MN,MF,MN:3,5,1,0,0,0,0,1288,1,0,0,0,2112,0,12,0,0,0,4210,3912,0,0,7,4,0,0,0,0,0,0,83,40,0,0,0
2010,MN,MF,MN:4,3,5,0,0,0,0,24690,0,0,0,0,331,0,0,0,0,0,14692,30,0,0,0,0,0,27,0,0,0,0,1585,0,0,1,0
2010,MO,MF,MO:1,0,0,0,0,0,0,6673,0,0,0,0,15,0,0,0,1,0,98,64,0,0,0,1,0,2,0,0,0,0,19,7,0,0,0
2010,MO,MF,MO:2,0,0,0,0,0,0,106449,0,0,0,33,36,0,2,0,7172,0,26480,250,0,0,0,15,0,0,0,0,0,0,32,20,0,0,0
2010,MO,MF,MO:3,1,280,20,20,0,70,63175,0,0,0,5543,370,60,102,0,48320,0,10855,9456,0,0,19,143,0,349,0,0,110,0,20,561,0,72,0
2010,MO,MF,MO:4,0,0,0,0,0,0,28842,0,0,0,0,71,100,0,0,0,0,757,50,0,0,0,0,0,0,0,0,60,0,210,504,0,2,0
2010,MO,MF,MO:5,250,277,1000,0,0,85,24770,18,0,0,12067,3,20333,11,0,260350,0,62797,1419,0,0,4543,5563,0,2737,1133,0,315,0,15,8,0,57,0
2010,MS,MF,MS:1,0,51738,9786,418,0,462,387,18927,0,0,60423,0,9621,37588,0,370060,0,281622,15909,0,0,37859,284761,16725,19897,27437,0,87227,0,0,0,0,9388,0
2010,MS,MF,MS:2,9,14279,280,5,0,482,824,89,0,0,1533,2,0,1275,0,0,0,14086,2784,0,0,222,1155,10,616,29,0,102,0,0,1589,0,1443,0
2010,OH,MF,OH:1,1274,81,2,0,0,41,48382,50,0,0,65,2163,0,0,0,2,0,11514,11148,0,0,3,34,187,30,17,0,2078,0,599,0,0,3,0
2010,OH,MF,OH:2,535,23,5,0,0,116,16996,14,0,0,35,28,0,20,0,4,0,2141,9,0,0,17,0,47,58,0,0,228,0,25,0,0,0,0
2010,OH,MF,OH:3,1666,41,5,0,0,50,74808,5,0,0,24,79,0,0,0,7,0,14048,365,0,0,20,6,66,343,12,0,2,0,74,0,0,8,0
2010,TN,MF,TN:1,177,800,7132,0,0,7,1335,3170,0,0,31693,10,8450,7201,0,10476,0,486371,36,0,0,10683,15511,55,6872,26,7,520,0,0,2000,0,700,0
2010,TN,MF,TN:2,9367,1790,8017,0,0,752,12469,2360,0,0,35738,241,500,3825,0,5,0,168169,2199,0,0,14280,460,80,16534,800,0,2630,0,0,0,0,210,0
2010,TN,MF,TN:3,227,31,45,0,0,236,3335,20,0,0,0,0,0,43,0,1,0,10546,4,0,0,7,20,13,565,0,48498,521,0,0,178,0,15,0
2010,WI,MF,WI:1,19,0,0,0,0,0,4258,0,0,0,0,83,0,0,0,0,0,748,10,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0
2010,WI,MF,WI:2,34,1,2,0,0,7,5661,0,0,0,34,3196,0,0,0,0,0,5840,4989,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0
2010,WI,MF,WI:3,67,37,14,0,0,2303,10996,1,0,0,0,3608,0,0,0,0,0,14659,2113,0,0,0,144,0,0,27,0,51,0,73,10,0,0,0
2010,WI,MF,WI:4,285,2,0,0,0,437,8736,2,0,0,2,8363,0,0,0,0,0,8221,1795,0,0,1,0,3,3,0,0,20402,0,5,0,0,0,0
2009,AL,MF,AL:1,2091,66811,4533,0,0,715,1056,1445,0,0,33226,129,185,2785,0,2542,0,34809,326,0,0,6075,4430,63,7400,50,4204,1034,0,0,61,0,269,0
2009,AL,MF,AL:2,3,1450,404,81,0,105,0,0,0,0,1349,0,0,2800,0,0,0,1428,0,0,0,786,691,0,3076,0,0,342,0,0,2357,0,792,0
2009,AL,MF,AL:3,0,0,0,0,0,111,0,0,0,0,130,0,0,25,0,0,0,0,0,0,16,0,0,0,0,0,0,103,0,0,0,0,0,0
2009,AL,MF,AL:4,0,2500,355,0,0,0,5,0,0,0,124,0,0,126,0,0,0,1568,42,0,0,3,0,0,385,0,0,100,0,0,7,0,1021,0
2009,AR,MF,AR:1,0,1823,120,0,0,235,560,0,0,0,18323,0,0,1120,0,500,0,16930,45,0,0,975,3880,0,2695,0,0,25,0,0,0,0,0,0
2009,AR,MF,AR:2,0,3500,100,0,0,200,400,2500,0,0,49300,0,13350,25550,0,203000,0,193210,150,0,0,37350,6900,0,4500,0,0,0,0,0,0,0,0,0
2009,AR,MF,AR:3,0,3350,1850,0,0,0,577,0,0,0,53995,0,45135,29245,0,309810,0,311310,0,0,0,105815,39130,0,2050,0,0,2850,0,0,0,0,0,0
2009,IA,MF,IA:1,0,0,0,0,0,0,2585,765,0,0,0,2336,0,0,0,0,0,758,195,0,0,1,0,6,0,0,0,100,0,35,0,0,1,0
2009,IA,MF,IA:2,0,0,4,0,0,0,14649,0,0,0,0,67,0,0,0,0,0,6170,30,0,0,0,0,0,0,0,20,0,0,16,0,0,1,0
2009,IA,MF,IA:3,4,0,0,0,0,0,59183,1,0,0,2,11,0,0,0,7,0,5251,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2009,IA,MF,IA:4,0,0,0,0,0,0,6550,0,0,0,0,15,0,0,0,0,0,1774,0,0,0,0,2,1,0,0,0,0,0,23,1,0,0,0
2009,IA,MF,IA:5,2,0,0,0,0,0,6691,0,0,0,0,0,0,0,0,1,0,2302,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0
2009,IL,MF,IL:1,0,0,0,0,0,900,5340,9940,0,0,0,3560,100,0,0,0,0,13440,9010,0,0,0,0,0,500,200,0,800,0,9,0,0,0,0
2009,IL,MF,IL:2,0,0,0,0,0,1610,66833,350,0,0,0,1707,1340,0,0,40,0,3758,4255,0,0,0,0,0,0,0,0,0,0,211,25,0,0,0
2009,IL,MF,IL:3,683,240,20,0,0,1347,33550,1733,0,0,2546,2585,11650,228,0,23250,0,34367,1052,0,0,1364,514,159,4344,300,0,1177,0,0,0,0,0,0
2009,IL,MF,IL:4,0,0,0,0,0,0,1211,0,0,0,0,68,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,IL,MF,IL:5,163,0,0,0,0,157,6675,320,0,0,1041,0,550,0,0,8000,0,20185,0,0,0,163,0,0,2445,0,0,126,0,210,0,0,0,0
2009,IN,MF,IN:1,217,247,115,0,0,24,10161,2,0,0,85,452,120,12,0,8,0,4898,690,0,0,373,85,28,66,10,250,342,0,85,3,0,25,0
2009,IN,MF,IN:2,173,338,42,15,0,48,9582,16,0,0,241,109,2,133,0,506,0,12775,190,0,0,482,141,2,211,25,105,68,0,66,18,0,0,0
2009,IN,MF,IN:3,0,300,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,IN,MF,IN:4,76,0,143,0,0,0,31,0,0,0,124,9,0,41,0,86,0,927,18,0,0,8,0,6,27,0,0,0,0,0,0,0,0,0
2009,KY,MF,KY:1,150,3185,225,0,0,125,10621,165,0,0,2868,213,4381,120,0,1376,0,83826,30,0,0,357,100,10,2350,0,0,4865,0,39,0,0,0,0
2009,KY,MF,KY:2,904,25,0,0,0,5,2817,9,0,0,180,0,0,0,0,0,4,2500,125,0,0,50,0,0,1,0,0,20,0,15,0,0,0,0
2009,KY,MF,KY:3,360,3520,0,0,0,384,1073,0,0,0,48,42,0,0,0,0,0,1264,28,0,0,0,0,35,177,0,0,125,0,0,14,0,0,0
2009,LA,MF,LA:1,0,10140,875,275,0,0,0,1297,0,0,5904,0,2165,4330,0,12925,0,22863,0,0,2,3317,3125,130,6235,15,0,135,0,0,0,0,399,0
2009,LA,MF,LA:2,0,12024,1683,1799,0,0,300,2595,0,0,37786,0,47840,56558,0,161595,0,61650,6,0,9,37854,52095,0,10635,0,0,6,0,0,0,150,175,0
2009,LA,MF,LA:3,0,161350,2898,37205,0,210,157,431,0,0,275003,0,51185,236392,0,320167,0,51898,637,0,36370,73581,148420,0,86586,0,0,63649,0,0,0,43875,350,0
2009,LA,MF,LA:4,0,420424,6616,29007,0,4176,0,14177,0,0,282721,0,1597,75628,0,5860,0,7939,6437,0,20877,38458,10614,0,45946,0,0,99571,0,0,0,0,0,0
2009,MI,MF,MI:1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,MI,MF,MI:2,0,0,0,0,0,0,0,0,0,0,1,79,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0
2009,MI,MF,MI:3,358,0,0,0,0,448,641,0,0,0,119,3377,0,0,0,0,0,9512,625,0,0,3,0,0,0,0,0,175,0,547,0,0,0,0
2009,MI,MF,MI:4,50,140,0,0,0,125,100,0,0,0,0,60,0,0,0,0,0,1184,237,0,0,0,0,0,0,0,0,125,0,119,3775,0,0,0
2009,MI,MF,MI:5,29,0,0,0,0,363,23442,2,0,0,0,892,0,0,0,1,200,10697,822,0,0,0,0,0,0,0,0,7,0,604,0,0,1,0
2009,MI,MF,MI:6,39,0,0,0,0,25,7664,0,0,0,0,6,0,0,0,0,0,2960,20,0,0,1,0,0,0,0,0,5,0,506,0,0,2,0
2009,MI,MF,MI:7,2412,400,0,0,0,235,6830,46580,0,0,200,815,0,0,0,0,0,5481,3297,0,0,0,0,5990,0,30,0,3590,0,2035,0,0,0,0
2009,MN,MF,MN:1,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,542,1,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0
2009,MN,MF,MN:2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,MN,MF,MN:3,0,0,0,0,0,0,306,0,0,0,0,2539,0,0,0,0,0,2283,2005,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
2009,MN,MF,MN:4,0,0,0,0,0,5,21853,0,0,0,1,256,0,0,0,0,0,20532,65,0,0,0,0,0,0,0,0,0,0,1966,4,3,0,0
2009,MO,MF,MO:1,0,0,0,0,0,0,31702,0,0,0,0,117,0,0,0,2886,0,7095,562,0,0,0,21,0,0,0,0,0,0,2,0,0,2,0
2009,MO,MF,MO:2,0,20,0,0,0,41,118548,0,0,0,432,544,0,60,0,332929,0,76890,5133,0,0,0,0,0,500,0,0,0,0,66,65,0,2,0
2009,MO,MF,MO:3,12,1206,1122,18,0,285,30976,28,0,0,5661,542,52,93,0,93532,0,57013,1668,0,0,14,1007,17,2202,16,0,313,0,10,462,0,354,0
2009,MO,MF,MO:4,0,0,0,0,0,60,10147,27,0,0,12,100,110,0,0,0,0,1452,17,0,0,0,0,0,0,0,0,25,0,172,66,0,22,0
2009,MO,MF,MO:5,305,1331,6161,0,0,36,3799,107,0,0,19118,9,16760,8415,0,399995,0,80252,141,0,0,66294,15410,0,4504,25,0,370,0,26,2000,0,222,0
2009,MS,MF,MS:1,0,45008,5069,690,0,175,318,4854,0,0,67191,0,7050,19207,0,82400,0,191236,3988,0,0,21921,161904,17678,16097,12988,0,12462,0,0,0,0,2137,0
2009,MS,MF,MS:2,8,7585,29,6,0,260,1621,36,0,0,362,5,1612,663,0,7,0,4790,174,0,0,101,331,0,603,2,0,162,0,0,896,0,536,0
2009,OH,MF,OH:1,5591,186,55,0,0,369,99304,1441,0,0,190,1107,6,27,0,47,0,26090,8655,0,0,494,48,1245,180,15,0,16450,10,420,32,0,4,0
2009,OH,MF,OH:2,362,118,5,0,0,21,10214,4,0,0,72,5,0,8,0,0,1,2983,45,0,0,69,2,1,179,2,0,18,0,33,67,0,0,0
2009,OH,MF,OH:3,2102,556,638,20,0,44,56665,138,0,0,715,791,13,248,0,30,0,22550,273,0,0,785,81,162,243,16,0,38,0,37,67,0,0,0
2009,TN,MF,TN:1,78,350,5370,0,0,209,1005,918,0,0,23832,0,6221,3335,0,16026,0,181613,15,0,0,3930,10262,0,10402,0,2610,1202,0,0,0,0,300,0
2009,TN,MF,TN:2,4709,1956,4175,0,0,569,11765,2382,0,0,32487,59,330,9795,0,246,0,175562,900,0,0,15158,1250,45,15161,2648,6,1706,0,0,0,0,23,0
2009,TN,MF,TN:3,1657,107,349,0,0,189,1622,5,0,0,612,3,0,105,0,20,0,5809,23,0,0,75,34,8,644,2,17575,243,0,0,259,0,27,0
2009,WI,MF,WI:1,8,0,0,0,0,0,3111,0,0,0,0,115,0,0,0,0,0,739,9,0,0,0,0,0,0,0,0,0,0,163,9,0,0,0
2009,WI,MF,WI:2,18,0,5,0,0,0,6759,0,0,0,1,2831,0,0,0,0,0,5695,2311,0,0,0,0,1,0,0,0,2,0,160,320,0,2,0
2009,WI,MF,WI:3,68,387,0,0,0,875,13462,0,0,0,25,1982,0,0,0,1,0,12767,6730,0,0,0,35,0,0,0,0,118,1,31,0,0,0,0
2009,WI,MF,WI:4,566,2,0,0,0,1710,5969,1,0,0,0,8057,0,0,0,0,45,7443,3096,0,0,0,0,17,1,0,0,13682,0,349,55,0,0,0
2008,AL,MF,AL:1,1404,69657,3975,0,0,85,938,1154,0,0,33339,197,0,1086,0,1801,0,24657,592,0,0,2111,2798,140,3775,45,1102,858,0,0,482,0,450,0
2008,AL,MF,AL:2,0,0,50,0,0,215,34,0,0,0,1367,0,40,1650,0,0,0,225,10,0,0,250,1150,0,6270,0,0,0,0,0,5358,0,1120,0
2008,AL,MF,AL:3,0,2297,0,0,0,2450,0,0,0,0,2429,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2394,0,0,0,0,0,0
2008,AL,MF,AL:4,0,2150,240,0,0,0,24,0,0,0,145,0,0,112,0,0,0,1470,4,0,0,0,40,0,11,15,0,15,0,0,0,0,351,0
2008,AR,MF,AR:1,0,1795,1840,0,0,50,1340,100,0,0,11495,0,200,1370,0,2300,0,32050,0,0,0,2510,1960,0,800,0,0,40,0,0,0,0,30,0
2008,AR,MF,AR:2,36,2550,4875,0,0,6,270,1320,0,0,20720,0,11565,21415,0,80750,0,208626,10,0,0,32925,24585,0,2765,3,0,0,0,0,0,0,400,0
2008,AR,MF,AR:3,0,4125,19705,0,0,50,325,0,0,0,40190,0,25765,28345,0,257975,0,128180,16,0,0,47960,24298,0,7210,11,0,1565,0,0,40,0,628,0
2008,IA,MF,IA:1,0,0,2,0,0,4,5713,1025,0,0,100,883,0,0,0,0,0,1888,517,0,0,2,0,68,213,0,0,427,0,16,0,0,0,0
2008,IA,MF,IA:2,0,10,1,0,0,4,9241,0,0,0,3,117,0,0,0,2,0,7402,47,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
2008,IA,MF,IA:3,0,25,0,0,0,0,75336,0,0,0,30,12,0,0,0,0,0,7576,277,0,0,0,50,0,0,0,0,0,0,6,125,0,0,0
2008,IA,MF,IA:4,0,0,0,0,0,0,8635,0,0,0,5,0,0,0,0,0,0,1559,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2008,IA,MF,IA:5,0,0,0,0,0,3,15815,0,0,0,0,1,0,0,0,0,0,2097,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0
2008,IL,MF,IL:1,150,0,0,0,0,910,6940,4990,0,0,800,6960,700,0,0,3450,0,46374,13170,0,0,0,0,0,300,0,0,910,0,5,0,0,0,0
2008,IL,MF,IL:2,25,70,0,0,0,2,56563,0,0,0,460,425,3320,0,0,29950,0,14593,4965,0,0,0,1,0,30,3,0,20,0,147,541,0,0,0
2008,IL,MF,IL:3,805,66,64,0,0,22,22750,820,0,0,280,2,1050,50,0,20260,0,15875,22,0,0,0,0,0,1555,0,0,250,0,1,5050,0,0,0
2008,IL,MF,IL:4,2,0,0,0,0,0,4051,0,0,0,0,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
2008,IL,MF,IL:5,725,0,0,0,0,0,8550,1450,0,0,1450,0,14500,0,0,74025,0,24540,0,0,0,0,0,0,1450,0,0,0,0,75,0,0,0,0
2008,IN,MF,IN:1,0,265,0,0,0,0,14383,0,0,0,0,54,0,0,0,63,0,1246,0,0,0,15,2,0,0,1,255,0,0,84,23,0,8,0
2008,IN,MF,IN:2,295,522,37,9,0,100,9481,27,0,0,468,132,188,61,0,217,2,5786,244,0,0,98,97,33,228,69,59,20,0,144,176,0,27,0
2008,IN,MF,IN:3,1,0,0,0,0,1,23,0,0,0,0,5,0,0,0,0,0,68,5,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
2008,IN,MF,IN:4,8,0,4,0,0,0,0,0,0,0,37,0,0,0,0,0,0,421,14,0,0,2,0,0,25,0,0,7,0,0,0,0,12,0
2008,KY,MF,KY:1,168,7120,508,0,0,250,7252,149,0,0,3144,545,25374,256,0,66610,0,112715,32,0,0,260,107,22,11791,20,0,4885,0,76,0,0,0,0
2008,KY,MF,KY:2,131,102,13,0,0,28,1425,0,0,0,586,8,0,0,0,0,0,506,82,0,0,0,0,0,200,0,0,0,0,0,18,0,5,0
